order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-16,142497,aa batteries (4-pack),1490042707264,alimentation,"94 14th st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,afternoon, tx 75001
2023-01-15,142498,aa batteries (4-pack),2033843150698,alimentation,"623 7th st, seattle, wa 98101",1,3.84,1.92,3.84,1.92,afternoon, wa 98101
2023-01-29,142499,lightning charging cable,2518450497914,sports,"707 madison st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,morning, ca 94016
2023-01-11,142500,aaa batteries (4-pack),3762647597705,alimentation,"305 sunset st, dallas, tx 75001",1,2.99,1.495,2.99,1.495,evening, tx 75001
2023-01-21,142501,aa batteries (4-pack),6996871807666,alimentation,"44 9th st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,unknown, ca 90001
2023-01-28,142502,usb-c charging cable,2118816803993,vêtements,"844 chestnut st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,unknown, ca 94016
2023-01-22,142503,apple airpods headphones,4772037689470,électronique,"910 10th st, portland, or 97035",1,150,97.5,150,52.5,afternoon, or 97035
2023-01-02,142504,google phone,4296681834613,électronique,"570 jackson st, boston, ma 02215",1,600,198,600,402,afternoon, ma 02215
2023-01-02,142504,usb-c charging cable,5818632772709,électronique,"570 jackson st, boston, ma 02215",2,11.95,5.975,23.9,11.95,afternoon, ma 02215
2023-01-01,142505,usb-c charging cable,9705418195686,électronique,"196 cedar st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-23,142506,bose soundsport headphones,2555294578907,vêtements,"2 highland st, boston, ma 02215",1,99.99,49.995,99.99,49.995,afternoon, ma 02215
2023-01-11,142507,aaa batteries (4-pack),7269354448569,alimentation,"656 hill st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,morning, ny 10001
2023-01-10,142508,google phone,9627840402096,électronique,"831 madison st, dallas, tx 75001",1,600,198,600,402,evening, tx 75001
2023-01-11,142509,usb-c charging cable,8698461813277,électronique,"64 park st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,evening, wa 98101
2023-01-03,142510,27in 4k gaming monitor,8131205791451,vêtements,"540 hill st, los angeles, ca 90001",1,389.99,128.69670000000002,389.99,261.2933,unknown, ca 90001
2023-01-04,142511,bose soundsport headphones,3994096156372,électronique,"958 willow st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,afternoon, tx 75001
2023-01-15,142512,27in fhd monitor,5643727311167,sports,"760 elm st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,morning, ny 10001
2023-01-19,142513,aaa batteries (4-pack),1625636556907,électronique,"859 13th st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,evening, ny 10001
2023-01-20,142514,macbook pro laptop,4312452372228,alimentation,"621 8th st, portland, or 97035",1,1700,561,1700,1139,evening, or 97035
2023-01-03,142516,34in ultrawide monitor,4033561487728,électronique,"640 main st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,afternoon, ca 90001
2023-01-20,142517,lightning charging cable,8426900630339,électronique,"91 west st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,unknown, wa 98101
2023-01-10,142518,apple airpods headphones,3493055575287,vêtements,"968 7th st, austin, tx 73301",1,150,97.5,150,52.5,evening, tx 73301
2023-01-13,142519,aaa batteries (4-pack),3370331447192,alimentation,"429 14th st, austin, tx 73301",1,2.99,1.495,2.99,1.495,unknown, tx 73301
2023-01-22,142520,aaa batteries (4-pack),2234636877992,électronique,"444 13th st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-25,142521,20in monitor,5312647464589,sports,"153 center st, los angeles, ca 90001",1,109.99,71.4935,109.99,38.4965,unknown, ca 90001
2023-01-10,142522,wired headphones,4228019664951,sports,"722 13th st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,evening, ca 94016
2023-01-18,142523,usb-c charging cable,3151365145099,vêtements,"765 hickory st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-12,142524,20in monitor,6293970847876,électronique,"949 main st, boston, ma 02215",1,109.99,71.4935,109.99,38.4965,evening, ma 02215
2023-01-01,142525,aaa batteries (4-pack),5762171865190,vêtements,"569 5th st, seattle, wa 98101",2,2.99,1.495,5.98,2.99,evening, wa 98101
2023-01-26,142526,vareebadd phone,8170701456037,alimentation,"171 lincoln st, dallas, tx 75001",1,400,132,400,268,unknown, tx 75001
2023-01-28,142527,27in 4k gaming monitor,1685396918312,alimentation,"967 church st, seattle, wa 98101",1,389.99,128.69670000000002,389.99,261.2933,afternoon, wa 98101
2023-01-25,142528,34in ultrawide monitor,2560887454506,vêtements,"140 johnson st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,evening, ca 90001
2023-01-06,142529,27in 4k gaming monitor,8897336241166,électronique,"617 wilson st, dallas, tx 75001",1,389.99,128.69670000000002,389.99,261.2933,evening, tx 75001
2023-01-25,142530,thinkpad laptop,4323854584791,alimentation,"745 maple st, boston, ma 02215",1,999.99,329.99670000000003,999.99,669.9933,afternoon, ma 02215
2023-01-05,142531,wired headphones,7639452486178,vêtements,"970 9th st, portland, or 97035",1,11.99,5.995,11.99,5.995,afternoon, or 97035
2023-01-19,142532,bose soundsport headphones,3269494644420,électronique,"807 lakeview st, seattle, wa 98101",1,99.99,49.995,99.99,49.995,evening, wa 98101
2023-01-15,142533,aa batteries (4-pack),4715813767007,sports,"549 washington st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,afternoon, ca 90001
2023-01-01,142534,aa batteries (4-pack),5633377465434,vêtements,"306 pine st, new york city, ny 10001",3,3.84,1.92,11.52,5.76,morning, ny 10001
2023-01-02,142535,wired headphones,7194108016663,sports,"251 dogwood st, austin, tx 73301",1,11.99,5.995,11.99,5.995,unknown, tx 73301
2023-01-22,142536,aa batteries (4-pack),4663836766069,vêtements,"181 13th st, los angeles, ca 90001",3,3.84,1.92,11.52,5.76,morning, ca 90001
2023-01-28,142537,usb-c charging cable,6823962668489,sports,"593 6th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-04,142538,usb-c charging cable,6920139470388,sports,"330 cedar st, new york city, ny 10001",2,11.95,5.975,23.9,11.95,morning, ny 10001
2023-01-19,142539,apple airpods headphones,1281204539627,vêtements,"766 adams st, dallas, tx 75001",1,150,97.5,150,52.5,afternoon, tx 75001
2023-01-21,142540,aaa batteries (4-pack),6402677036616,vêtements,"758 pine st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,afternoon, ca 90001
2023-01-29,142541,20in monitor,4468269924308,vêtements,"681 willow st, los angeles, ca 90001",1,109.99,71.4935,109.99,38.4965,morning, ca 90001
2023-01-16,142542,vareebadd phone,8812963242239,sports,"255 13th st, new york city, ny 10001",1,400,132,400,268,afternoon, ny 10001
2023-01-03,142543,wired headphones,5566098058920,alimentation,"841 13th st, dallas, tx 75001",1,11.99,5.995,11.99,5.995,afternoon, tx 75001
2023-01-03,142544,usb-c charging cable,7299288747631,vêtements,"967 6th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-04,142545,bose soundsport headphones,3092983621254,sports,"694 washington st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,morning, ca 94016
2023-01-15,142546,27in fhd monitor,8716750905766,électronique,"919 cherry st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,afternoon, ca 94016
2023-01-20,142547,aa batteries (4-pack),9851023043066,vêtements,"640 jackson st, boston, ma 02215",1,3.84,1.92,3.84,1.92,evening, ma 02215
2023-01-03,142548,aa batteries (4-pack),3451644908574,électronique,"718 5th st, dallas, tx 75001",2,3.84,1.92,7.68,3.84,evening, tx 75001
2023-01-13,142550,usb-c charging cable,2610124583300,sports,"272 ridge st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,unknown, ca 94016
2023-01-14,142551,27in 4k gaming monitor,4578285296714,alimentation,"312 lincoln st, austin, tx 73301",1,389.99,128.69670000000002,389.99,261.2933,afternoon, tx 73301
2023-01-12,142552,usb-c charging cable,8916702251055,électronique,"501 lincoln st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,evening, ca 90001
2023-01-28,142553,wired headphones,6363224262904,vêtements,"613 park st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,afternoon, ga 30301
2023-01-27,142554,iphone,3070673996986,sports,"42 main st, portland, or 97035",1,700,231,700,469,afternoon, or 97035
2023-01-11,142555,usb-c charging cable,4309728058707,alimentation,"894 meadow st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-02,142557,usb-c charging cable,9305162838511,vêtements,"750 madison st, boston, ma 02215",1,11.95,5.975,11.95,5.975,evening, ma 02215
2023-01-25,142558,vareebadd phone,3534784350661,alimentation,"961 13th st, portland, or 97035",1,400,132,400,268,evening, or 97035
2023-01-14,142559,aaa batteries (4-pack),7359552486786,électronique,"94 10th st, san francisco, ca 94016",3,2.99,1.495,8.97,4.485,morning, ca 94016
2023-01-26,142560,lg washing machine,5290110759485,électronique,"433 main st, dallas, tx 75001",1,600,198,600,402,afternoon, tx 75001
2023-01-16,142561,34in ultrawide monitor,7081242534323,électronique,"679 ridge st, new york city, ny 10001",1,379.99,125.3967,379.99,254.5933,evening, ny 10001
2023-01-29,142562,macbook pro laptop,7286500614496,vêtements,"448 11th st, new york city, ny 10001",1,1700,561,1700,1139,evening, ny 10001
2023-01-25,142563,macbook pro laptop,5397832272691,alimentation,"360 dogwood st, seattle, wa 98101",1,1700,561,1700,1139,evening, wa 98101
2023-01-18,142564,aa batteries (4-pack),7660666577553,sports,"718 cedar st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-02,142565,27in fhd monitor,5892683320397,électronique,"496 park st, los angeles, ca 90001",1,149.99,97.4935,149.99,52.4965,evening, ca 90001
2023-01-18,142566,wired headphones,6190484220136,sports,"67 2nd st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,morning, ca 94016
2023-01-21,142567,usb-c charging cable,9470973909730,vêtements,"587 highland st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-25,142568,27in fhd monitor,7906249127056,électronique,"179 11th st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,evening, ma 02215
2023-01-18,142569,iphone,5708496912788,électronique,"490 north st, los angeles, ca 90001",1,700,231,700,469,evening, ca 90001
2023-01-18,142569,lightning charging cable,5951790613971,alimentation,"490 north st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,evening, ca 90001
2023-01-10,142570,aaa batteries (4-pack),7454867975888,sports,"628 north st, seattle, wa 98101",2,2.99,1.495,5.98,2.99,evening, wa 98101
2023-01-10,142570,aa batteries (4-pack),9954868786645,vêtements,"628 north st, seattle, wa 98101",2,3.84,1.92,7.68,3.84,evening, wa 98101
2023-01-29,142571,lightning charging cable,3080442507088,alimentation,"620 10th st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,afternoon, ny 10001
2023-01-02,142572,aa batteries (4-pack),2371014864996,électronique,"547 spruce st, atlanta, ga 30301",1,3.84,1.92,3.84,1.92,afternoon, ga 30301
2023-01-03,142573,27in fhd monitor,7674846870554,alimentation,"206 ridge st, portland, or 97035",1,149.99,97.4935,149.99,52.4965,afternoon, or 97035
2023-01-01,142574,usb-c charging cable,2393614446430,vêtements,"983 dogwood st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,evening, ca 90001
2023-01-07,142575,google phone,4464436001655,vêtements,"113 13th st, dallas, tx 75001",1,600,198,600,402,evening, tx 75001
2023-01-04,142576,aaa batteries (4-pack),3500999133311,vêtements,"676 park st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,unknown, ca 94016
2023-01-26,142577,usb-c charging cable,9386946259068,électronique,"398 4th st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-06,142579,bose soundsport headphones,4799310686958,alimentation,"373 maple st, portland, or 97035",1,99.99,49.995,99.99,49.995,afternoon, or 97035
2023-01-14,142580,thinkpad laptop,1961738322599,sports,"928 willow st, new york city, ny 10001",1,999.99,329.99670000000003,999.99,669.9933,evening, ny 10001
2023-01-07,142581,usb-c charging cable,7575952537793,vêtements,"779 14th st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-02,142584,20in monitor,3676044008614,sports,"775 river st, boston, ma 02215",1,109.99,71.4935,109.99,38.4965,unknown, ma 02215
2023-01-13,142585,lightning charging cable,2719838632770,sports,"712 1st st, dallas, tx 75001",1,14.95,7.475,14.95,7.475,afternoon, tx 75001
2023-01-09,142586,wired headphones,5159620689977,vêtements,"759 johnson st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,unknown, ca 94016
2023-01-25,142587,iphone,3654851105936,électronique,"824 park st, boston, ma 02215",1,700,231,700,469,evening, ma 02215
2023-01-25,142587,lightning charging cable,8171170219868,vêtements,"824 park st, boston, ma 02215",1,14.95,7.475,14.95,7.475,evening, ma 02215
2023-01-31,142588,aa batteries (4-pack),5990068155537,alimentation,"916 5th st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,afternoon, ca 94016
2023-01-20,142589,apple airpods headphones,9651095159299,électronique,"664 church st, los angeles, ca 90001",1,150,97.5,150,52.5,evening, ca 90001
2023-01-25,142590,wired headphones,1830378754521,vêtements,"839 elm st, austin, tx 73301",1,11.99,5.995,11.99,5.995,afternoon, tx 73301
2023-01-07,142591,usb-c charging cable,2757719830002,alimentation,"214 maple st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-04,142592,usb-c charging cable,3967147744284,vêtements,"361 5th st, seattle, wa 98101",3,11.95,5.975,35.849999999999994,17.924999999999997,evening, wa 98101
2023-01-06,142593,aaa batteries (4-pack),1617152065364,sports,"139 west st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,afternoon, ca 94016
2023-01-25,142594,usb-c charging cable,3208918433035,vêtements,"370 park st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,afternoon, ga 30301
2023-01-22,142595,usb-c charging cable,3016351976266,sports,"72 8th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-28,142596,google phone,2198503207797,alimentation,"993 cherry st, dallas, tx 75001",1,600,198,600,402,evening, tx 75001
2023-01-15,142597,aa batteries (4-pack),7348703861777,électronique,"21 jackson st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,evening, ca 90001
2023-01-21,142599,27in 4k gaming monitor,8441693432270,alimentation,"267 1st st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-17,142600,iphone,8834649469494,sports,"901 13th st, boston, ma 02215",1,700,231,700,469,afternoon, ma 02215
2023-01-07,142601,wired headphones,6550191043261,électronique,"34 jackson st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,morning, ny 10001
2023-01-04,142602,27in 4k gaming monitor,5308558878264,vêtements,"363 river st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-11,142603,27in fhd monitor,6239968581902,sports,"321 forest st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,afternoon, ma 02215
2023-01-04,142604,apple airpods headphones,7755268771408,alimentation,"163 park st, atlanta, ga 30301",1,150,97.5,150,52.5,morning, ga 30301
2023-01-04,142604,aaa batteries (4-pack),6123233324706,vêtements,"163 park st, atlanta, ga 30301",1,2.99,1.495,2.99,1.495,morning, ga 30301
2023-01-17,142605,aa batteries (4-pack),2701786954970,sports,"131 cherry st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,afternoon, tx 75001
2023-01-24,142606,apple airpods headphones,8246747639646,sports,"488 ridge st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-10,142607,27in 4k gaming monitor,2155226863704,électronique,"704 pine st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 94016
2023-01-07,142608,apple airpods headphones,5618001589096,sports,"724 11th st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-26,142609,bose soundsport headphones,4921055960268,sports,"181 washington st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,evening, tx 75001
2023-01-26,142610,apple airpods headphones,9306272299679,sports,"184 hill st, los angeles, ca 90001",1,150,97.5,150,52.5,evening, ca 90001
2023-01-26,142610,iphone,9971501574124,alimentation,"184 hill st, los angeles, ca 90001",1,700,231,700,469,evening, ca 90001
2023-01-27,142611,aaa batteries (4-pack),2263619858941,vêtements,"565 highland st, boston, ma 02215",1,2.99,1.495,2.99,1.495,evening, ma 02215
2023-01-13,142612,google phone,8006331821408,électronique,"883 washington st, san francisco, ca 94016",1,600,198,600,402,morning, ca 94016
2023-01-06,142613,aaa batteries (4-pack),9733937339779,alimentation,"711 sunset st, los angeles, ca 90001",2,2.99,1.495,5.98,2.99,afternoon, ca 90001
2023-01-02,142614,aaa batteries (4-pack),6474503707889,sports,"570 lake st, atlanta, ga 30301",1,2.99,1.495,2.99,1.495,morning, ga 30301
2023-01-23,142615,iphone,7618949220466,électronique,"489 hill st, boston, ma 02215",1,700,231,700,469,afternoon, ma 02215
2023-01-15,142617,macbook pro laptop,8099315735363,sports,"706 river st, los angeles, ca 90001",1,1700,561,1700,1139,afternoon, ca 90001
2023-01-03,142618,usb-c charging cable,3177007020970,alimentation,"907 maple st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,evening, wa 98101
2023-01-12,142619,34in ultrawide monitor,4761733883719,électronique,"389 adams st, san francisco, ca 94016",1,379.99,125.3967,379.99,254.5933,afternoon, ca 94016
2023-01-26,142620,lightning charging cable,2968703883122,électronique,"968 7th st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-03,142621,bose soundsport headphones,3826024790554,sports,"478 river st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,unknown, ca 94016
2023-01-27,142622,wired headphones,3975844868666,électronique,"933 dogwood st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,afternoon, ca 94016
2023-01-08,142624,aa batteries (4-pack),7261993364449,vêtements,"102 park st, atlanta, ga 30301",1,3.84,1.92,3.84,1.92,evening, ga 30301
2023-01-26,142625,lightning charging cable,2942740471521,sports,"966 hickory st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,evening, ga 30301
2023-01-22,142626,aaa batteries (4-pack),4767937856870,alimentation,"986 5th st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-18,142627,iphone,7794071319088,vêtements,"383 1st st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-25,142628,aaa batteries (4-pack),8355067142617,alimentation,"595 jefferson st, portland, me 04101",2,2.99,1.495,5.98,2.99,afternoon, me 04101
2023-01-15,142629,apple airpods headphones,9244453489286,sports,"891 lake st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-14,142630,wired headphones,5445543097571,alimentation,"947 north st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,evening, ca 94016
2023-01-09,142631,bose soundsport headphones,4540793919461,vêtements,"620 wilson st, seattle, wa 98101",1,99.99,49.995,99.99,49.995,afternoon, wa 98101
2023-01-17,142633,aaa batteries (4-pack),8269758130228,vêtements,"222 9th st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,morning, ca 90001
2023-01-04,142634,google phone,4372831988293,vêtements,"745 highland st, dallas, tx 75001",1,600,198,600,402,morning, tx 75001
2023-01-04,142634,usb-c charging cable,2148374525913,électronique,"745 highland st, dallas, tx 75001",1,11.95,5.975,11.95,5.975,morning, tx 75001
2023-01-17,142635,thinkpad laptop,1400536338021,électronique,"799 main st, new york city, ny 10001",1,999.99,329.99670000000003,999.99,669.9933,afternoon, ny 10001
2023-01-10,142636,bose soundsport headphones,3877961936294,électronique,"95 jackson st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,evening, tx 75001
2023-01-02,142637,wired headphones,6863330139824,vêtements,"207 13th st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,afternoon, wa 98101
2023-01-29,142638,usb-c charging cable,4589198631571,sports,"916 maple st, boston, ma 02215",1,11.95,5.975,11.95,5.975,evening, ma 02215
2023-01-13,142639,aaa batteries (4-pack),1004216937073,sports,"345 south st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,afternoon, wa 98101
2023-01-13,142639,27in 4k gaming monitor,7657873353917,sports,"345 south st, seattle, wa 98101",1,389.99,128.69670000000002,389.99,261.2933,afternoon, wa 98101
2023-01-23,142640,lightning charging cable,4621762681589,vêtements,"561 center st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,morning, wa 98101
2023-01-24,142641,27in fhd monitor,7684061954523,vêtements,"237 park st, atlanta, ga 30301",1,149.99,97.4935,149.99,52.4965,afternoon, ga 30301
2023-01-02,142642,wired headphones,8316633692161,sports,"320 2nd st, austin, tx 73301",1,11.99,5.995,11.99,5.995,afternoon, tx 73301
2023-01-24,142643,aa batteries (4-pack),3652213317014,alimentation,"939 ridge st, portland, or 97035",1,3.84,1.92,3.84,1.92,morning, or 97035
2023-01-12,142644,wired headphones,9094605231424,vêtements,"499 hill st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,afternoon, ca 94016
2023-01-24,142645,lightning charging cable,6752178623943,alimentation,"745 hickory st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-27,142646,lightning charging cable,8251279337025,vêtements,"908 jackson st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,afternoon, ga 30301
2023-01-29,142647,aa batteries (4-pack),2238898990556,vêtements,"311 main st, portland, me 04101",1,3.84,1.92,3.84,1.92,afternoon, me 04101
2023-01-18,142648,bose soundsport headphones,5986644123521,alimentation,"767 wilson st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,afternoon, ga 30301
2023-01-19,142649,aa batteries (4-pack),3062995435708,électronique,"631 cedar st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,unknown, ca 94016
2023-01-11,142650,34in ultrawide monitor,2024872185728,électronique,"642 hickory st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,evening, ca 90001
2023-01-11,142651,usb-c charging cable,4181700653021,électronique,"24 park st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,evening, ny 10001
2023-01-11,142651,aa batteries (4-pack),3844490595455,alimentation,"24 park st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-24,142652,usb-c charging cable,2998815561814,vêtements,"50 4th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-24,142652,lightning charging cable,8900739889392,alimentation,"50 4th st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-28,142654,wired headphones,3258889584771,alimentation,"501 14th st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-16,142655,20in monitor,7299397047947,vêtements,"492 2nd st, new york city, ny 10001",1,109.99,71.4935,109.99,38.4965,evening, ny 10001
2023-01-30,142656,usb-c charging cable,4528476756207,électronique,"448 jackson st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,afternoon, ga 30301
2023-01-25,142657,bose soundsport headphones,2465755167180,alimentation,"538 north st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,afternoon, ca 94016
2023-01-26,142658,20in monitor,7632063226803,alimentation,"629 lakeview st, portland, or 97035",1,109.99,71.4935,109.99,38.4965,unknown, or 97035
2023-01-11,142659,apple airpods headphones,1257643911310,électronique,"733 adams st, austin, tx 73301",1,150,97.5,150,52.5,evening, tx 73301
2023-01-30,142660,27in 4k gaming monitor,9525001244784,électronique,"336 pine st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-24,142662,wired headphones,2569998931375,sports,"412 chestnut st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,evening, wa 98101
2023-01-13,142663,lightning charging cable,8369091554024,électronique,"810 hill st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,afternoon, ny 10001
2023-01-07,142664,apple airpods headphones,6263075964400,sports,"227 jackson st, san francisco, ca 94016",1,150,97.5,150,52.5,unknown, ca 94016
2023-01-25,142665,bose soundsport headphones,4023822411133,alimentation,"997 10th st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,evening, ca 90001
2023-01-14,142666,macbook pro laptop,8889362652753,vêtements,"650 johnson st, los angeles, ca 90001",1,1700,561,1700,1139,morning, ca 90001
2023-01-03,142667,usb-c charging cable,9839736738616,vêtements,"575 maple st, austin, tx 73301",1,11.95,5.975,11.95,5.975,afternoon, tx 73301
2023-01-12,142668,aaa batteries (4-pack),3261598136098,alimentation,"415 washington st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,morning, ca 94016
2023-01-02,142669,27in 4k gaming monitor,8636582375912,électronique,"793 11th st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 94016
2023-01-11,142670,27in fhd monitor,3256360875583,électronique,"771 lincoln st, austin, tx 73301",1,149.99,97.4935,149.99,52.4965,afternoon, tx 73301
2023-01-18,142671,27in fhd monitor,6032760112060,alimentation,"698 meadow st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,afternoon, ma 02215
2023-01-13,142672,iphone,8420886785987,sports,"391 hickory st, los angeles, ca 90001",1,700,231,700,469,afternoon, ca 90001
2023-01-25,142673,macbook pro laptop,2856292021529,vêtements,"985 jefferson st, san francisco, ca 94016",1,1700,561,1700,1139,morning, ca 94016
2023-01-09,142674,thinkpad laptop,5780061719636,alimentation,"497 4th st, los angeles, ca 90001",1,999.99,329.99670000000003,999.99,669.9933,morning, ca 90001
2023-01-25,142675,wired headphones,1612122685908,sports,"455 forest st, portland, or 97035",1,11.99,5.995,11.99,5.995,evening, or 97035
2023-01-25,142676,aa batteries (4-pack),5515546088531,vêtements,"449 main st, portland, or 97035",1,3.84,1.92,3.84,1.92,morning, or 97035
2023-01-27,142677,google phone,5713244366179,vêtements,"240 4th st, dallas, tx 75001",1,600,198,600,402,afternoon, tx 75001
2023-01-26,142680,apple airpods headphones,5348403538083,sports,"251 center st, dallas, tx 75001",1,150,97.5,150,52.5,morning, tx 75001
2023-01-20,142681,wired headphones,4711214301474,électronique,"802 meadow st, portland, or 97035",1,11.99,5.995,11.99,5.995,evening, or 97035
2023-01-22,142682,34in ultrawide monitor,7479022267484,électronique,"99 river st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,evening, ca 90001
2023-01-09,142683,usb-c charging cable,5127197151613,alimentation,"648 sunset st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,morning, ga 30301
2023-01-09,142683,wired headphones,6815130883436,vêtements,"648 sunset st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,morning, ga 30301
2023-01-10,142684,aa batteries (4-pack),1661489149007,vêtements,"441 9th st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,unknown, ca 94016
2023-01-15,142685,27in fhd monitor,9116705055746,sports,"296 jefferson st, austin, tx 73301",1,149.99,97.4935,149.99,52.4965,morning, tx 73301
2023-01-26,142686,aaa batteries (4-pack),4021370105236,vêtements,"110 lincoln st, new york city, ny 10001",2,2.99,1.495,5.98,2.99,evening, ny 10001
2023-01-15,142687,usb-c charging cable,7254667879951,électronique,"734 cherry st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
